[Mastercard Personnalite]|Opening Balance|undefined
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|MISASPEL 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|A Plus|A PLUS I COM ROUPA
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|WORKBOOK
E1. Extraordinarias (Ongoing):Presentes|Outros|SARAIVA ITAIM 55
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|YA SUSHI
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|DAFITI.COM.BR 
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 095
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUCOBAGACO-OSASCO
B. Outras Receitas:Ajustes|CVC|CVC BRASIL FL 8800
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUSHI MANACA
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR VL NOVA
A1. Residencia Villas:Gas|Ultragaz|ULTRAGAZ AVANCO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUBITO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Supermercado|PAES DOCES COMENDADOR
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F113
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Taxi|RADIO TAXI 450 FRANCIS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BERLIM
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGARIA SAO PAULO 319
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 183-ELDOR
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 015
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ORIGINAL BURGUER
B. Outras Receitas:Ajustes|A Plus|A PLUS I COM ROUPAS AC
B. Outras Receitas:Ajustes|Outros|DAFITI.COM.BR
C. Reembolsos:Reembolso|Outros|DAFITI.COM.BR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ULTRAGAZ AVANCO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CIMIONATTOS QUALITY LI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SANTOVINO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE ACROPOLES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MC DONALD S LOB
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HAVANNA CAFE
E1. Extraordinarias (Ongoing):Presentes|Outros|FABER CASTELL MTZ
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VILLA COLMEIA
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ICO ESTACIONAME
E1. Extraordinarias (Ongoing):Presentes|Outros|SARAIVA VILA OLIMPIA 8
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE MERCADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HAAGEN-DAZS MORUMBI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|H3
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 316
G. Reembolsaveis:Medicos-Clinicas-Exames|Outros|FLEURY 
B2. Educacao (Mensal):Livros-Material Escolar|Outros|MISASPEL  - LIVROS
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Alamanda|ESPACO ALAMANDA 
E1. Extraordinarias (Ongoing):Presentes|Outros|RELAY 352526
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ETS NICOLAS *
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|FAUCHON MADELEIN
D. Viagens:Compras|Dufry|CDG 2E PRINCIPALE P/C
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRIGADEIRO BISTRO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RASCAL SH VILA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PIGINI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CALDEIRAO DA VILLA SER
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MC DONALDS SHOPP VILA
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|PAPEL MAGIA
E1. Extraordinarias (Ongoing):Presentes|Outros|LOCCITANE MATRIZ
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Homa|HOMA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|YOGOBERRY-SHOP.V.LOBOS
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|MERCADO NATURAL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MILK & MELLOW
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BLACK COFFE INTERN CAI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BOVINU S REBOUCAS
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Extra|DELIVERY EXTRA MORUMBI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE TRATTORIA
G. Reembolsaveis:Despesas de Trabalho|Outros|EIFFEL PARK HOT
G. Reembolsaveis:Despesas de Trabalho|Outros|CLAIRVOIX TAXI
D. Viagens:Compras|Dufry|DUTY FREE AISP LJ 
B. Outras Receitas:Ajustes|Outros|FLEURY
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GH FERNANDES COMERCIAL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VENGA
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 185
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BAR DO JUAREZ
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|ALDA CARV KARABOLA
E1. Extraordinarias (Ongoing):Presentes|Outros|PUKET VILLA LOBOS
G. Reembolsaveis:Despesas de Trabalho|Outros|COOPERATIVA RADIO TAXI
G. Reembolsaveis:Despesas de Trabalho|Outros|RETIRADA-EXTERIOR
G. Reembolsaveis:Despesas de Trabalho|Outros|TARIF RETIRADA EXTERIOR
E1. Extraordinarias (Ongoing):Presentes|Outros|TODO PODEROSO TIMAO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SPOLETO BUTANTA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LSG1
E1. Extraordinarias (Ongoing):Presentes|Outros|BONTON.VET
E1. Extraordinarias (Ongoing):Presentes|Outros|SARAIVA OSASCO 58
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F106
C1. Lazer-Estetica-Vestuario-Celular:Celular|Claro Loja|CLARO LJ 1169 ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VIENA VSEL
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|A Plus|A PLUS IND COM ACESS L
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|LUPO-SHOP.VILLA LO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DENICE MA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|APPLEBEES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|B.C. INT. CAIN
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MARIAGE FRERES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LOW RIDER CAFE
[Residencia Lorian]|Outros|HELIOTEK 
E1. Extraordinarias (Ongoing):Presentes|Outros|PC American Girl
G. Reembolsaveis:Medicos-Clinicas-Exames|Outros|DELBONI PINHEIROS
E1. Extraordinarias (Ongoing):Presentes|Outros|MDC9
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|TF - CASA COR 2013
B2. Educacao (Mensal):Cursos Eduardo-Carla|Outros|PROJECT MGMT INSTITUTE
[Residencia Lorian]|Outros|WK TELHAS 
G. Reembolsaveis:Despesas de Trabalho|Taxi|RADIO TAXI 099 RENATO
G. Reembolsaveis:Despesas de Trabalho|Taxi|COMO TAXI 84
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|PAYPAL *MINIINTHEBO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUCO BAGACO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CAFE DO PONTO
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|APM SANTO AMERICO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GOL LINHAS A VEND BORD
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|R24 VILLA LOBOS 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ADEGA SANTIAGO CIDADE
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|CORELLO|CORELLO VILLA LOBO
B. Outras Receitas:Ajustes|Outros|LUPO-SHOP.VILLA LOBOS
F. Automoveis:Manutencao-Revisao Auto|Outros|ITAVEMA FRANCE VEI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CONVIVIO DUE
B. Outras Receitas:Ajustes|Outros|HELIOTEK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BLENZ CAFE THE SQUARE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GALERIA DOS PAES
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|POSTO PQ VILLA LOBOS
E1. Extraordinarias (Ongoing):Presentes|Outros|MAGIC FEET-VILLA L
B. Outras Receitas:Ajustes|Outros|WK TELHAS
D. Viagens:Tkt-Hotel-Auto|Outros|HOTEL FAZENDA PITANGUE
G. Reembolsaveis:Medicos-Clinicas-Exames|Outros|DELBONI ALTO PINHEIROS
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGARIA SAO PAULO 152
E2. Extraordinarias (One Time):Investimentos na Empresa|Outros|COML ELETRICA PJ M
G. Reembolsaveis:Despesas de Trabalho|Outros|CG CDG SUD
E1. Extraordinarias (Ongoing):Presentes|Outros|BOOKBINDERS
D. Viagens:Compras|Dufry|LADUREE CDG S3
E1. Extraordinarias (Ongoing):Presentes|Outros|QUIOSQUE ORIENTAL MAGI
G. Reembolsaveis:Despesas de Trabalho|Taxi|RADIO TAXI 268 ANTONIO
E1. Extraordinarias (Ongoing):Presentes|Outros|BUILD A BEAR-ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KAA COMERCIO DE BALAS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PADARIA E RESTAURANTE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Extra|2393 DELIVERY EXTRA MO
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|ST MARCHE-GRANJA VIANA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GVRA COMERCIAL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ALMANARA SHP BOURBON
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FEITO POR MIM BRIGADEI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|AKD LANCHONETE
B. Outras Receitas:Ajustes|Outros|FAST SHOP
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|MAGIC FEET-VILLA L
E1. Extraordinarias (Ongoing):Presentes|Outros|LIVRARIA CULTURA 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Outros|CARDINALI E SANCHES CO - vinho
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RDS FOODS
E1. Extraordinarias (Ongoing):Assinaturas-Licencas|Microsoft|MSFT *OFFICE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAES DOCES COMENDADOR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TUTIFRUTI FROZEN YOGUR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PONTO IBIRAPUERA
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|LEVI-S-SHOP.MORUMB
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|BAYARD - SHOP.MORU
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|WORK BOOK
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F106 
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|HAPPY PAPER
E1. Extraordinarias (Ongoing):Presentes|Outros|O BOTICARIO-V.LOBO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SPOLETO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|STA ETIENNE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DON PEPE DI NAPOLI
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|COML ELETRICA PJ M
G. Reembolsaveis:Despesas de Trabalho|Outros|FCL SERVICOS AUTOM
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|ROBSON DUTRA SILVA
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|LIVRARIA SICILIANO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|JARDIM DE NAPOLI
D. Viagens:Tkt-Hotel-Auto|Gol Linhas Aereas|GOL TRANSP AEREOS 
D. Viagens:Tkt-Hotel-Auto|Outros|BEACH PARK SUITE R
E2. Extraordinarias (One Time):Investimentos na Empresa|Intercepti|DOMAIN NAME REGISTRATI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TABERNA 474
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CASA PIZZA
B. Outras Receitas:Ajustes|Banco Itau|CR DIFERENCA COTACAO U$
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|JACK RIBS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ROCCO CAFE
B. Outras Receitas:Ajustes|Outros|LIVRARIA CULTURA
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|SPAZIO VITALLE 1 
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|STUDIO DE BELEZA
G. Reembolsaveis:Despesas de Trabalho|Outros|ESTAPAR HILTON
B. Outras Receitas:Ajustes|Outros|LEVI-S-SHOP.MORUMBI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|VILA LIMONE
G. Reembolsaveis:Despesas de Trabalho|Outros|ANTERIO JOSE TAXI
G. Reembolsaveis:Despesas de Trabalho|Outros|TAXI 349
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BEEF BOUTIQUE
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGARIA ARAUJO
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 185 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MERCADINHO MINEIRO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RODOSERV STAR
E1. Extraordinarias (Ongoing):Presentes|Outros|FAST SHOP
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|NA KOMBI
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|DOMAIN NAME REGISTRATI
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CONDESSA SUPERMERCADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CAFE VILLA LOBOS
B. Outras Receitas:Ajustes|Outros|DUTY FREE AISP LJ 03
B. Outras Receitas:Ajustes|Outros|SPAZIO VITALLE 1
E1. Extraordinarias (Ongoing):Presentes|Ri Happy|RI HAPPY BRINQUEDOS LO
E1. Extraordinarias (Ongoing):Presentes|Outros|MR. BEER
E2. Extraordinarias (One Time):Outras|Outros|VIDEO DUMONT LOURDES
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|PAYPAL *GAMESUPPLY
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RA TANCREDO NEVES
E2. Extraordinarias (One Time):Outras|Outros|CALFER PARTICIPACOES E
E1. Extraordinarias (Ongoing):Presentes|Outros|LA FACON
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|BRESHOW ALUGUEL DE FAN
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|STUPPENDO
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PAIN ET CHOCOLAT
B. Outras Receitas:Ajustes|Outros|MAGIC FEET-VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|STARBUCKS 40949
G. Reembolsaveis:Despesas de Trabalho|Taxi|DELTA TAXI GMBH
G. Reembolsaveis:Despesas de Trabalho|Taxi|Taxibetrieb
E1. Extraordinarias (Ongoing):Presentes|Outros|GASTRON CONFISE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RA BLACK COFFE ILHA
E1. Extraordinarias (Ongoing):Presentes|Outros|MORANA
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|MAGNETO ESCALADA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|REST FRANGO AS CAJAMAR
E2. Extraordinarias (One Time):Outras|Outros|RODRIGO JOSE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PADARIA E P DOM PEDRO
E2. Extraordinarias (One Time):Outras|Outros|DOL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CG CDG SUD
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|POSTO SANTANA
E1. Extraordinarias (Ongoing):Presentes|Outros|WALMART COMERCIO E
E1. Extraordinarias (Ongoing):Presentes|Outros|LUPO-SHOP.VILLA LOBOS
E2. Extraordinarias (One Time):Outras|Outros|FOUR WHEEL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FAMILIA MENDONCA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HOCCA BAR 02
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BARRACA DO JUCA
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGA RAIA F313
E1. Extraordinarias (Ongoing):Presentes|Outros|105 CIDADE JARDIM
B. Outras Receitas:Ajustes|Outros|DUTY FREE AISP LJ 15
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|PUC-SHOP.ELDORADO
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|MULTIPARK LC PARK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRUNELLA - DESEMBARQUE
D. Viagens:Compras|Dufry|DUTY FREE AISP LJ 09
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SI SENOR PINHEIROS
B. Outras Receitas:Ajustes|Outros|WALMART COMERCIO ELETR
F. Automoveis:Combustivel-Lavagem-Oleo|Outros|FOUR WHEEL
D. Viagens:Compras|Outros|AUNTIE ANNE-S #282
D. Viagens:Compras|Outros|E9 GLOBAL NEWS12266276
D. Viagens:Compras|Outros|PARADIES # 706 Q02
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|IG Lavanderia|IG LAVANDERIAS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CARLJR SHO VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SANDUICHERIA LOURDES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GENDAI UNIAO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|BLUE BEACH 
E2. Extraordinarias (One Time):Outras|Outros|CA GVN 177 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Lojas|LOJAS RENNER SGV F
D. Viagens:Compras|Amazon|AmazonPrime Membership
E1. Extraordinarias (Ongoing):Assinaturas-Licencas|Microsoft|MSFT *MICROSOFTSTORE
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|SCALA 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|ZAFFARI LJ.25-BOURBON
G. Reembolsaveis:Despesas de Trabalho|Outros|TRAVELEX
D. Viagens:Compras|Outros|CG CDG SUD
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PIZZA BROS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BURGER KING SHOPPING V
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MC DONALDS-VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRAU ITAIM RESTAURANTE
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|kalunga|KALUNGA-SHOP.UNIAO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MEATS
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|EFARMA
B. Outras Receitas:Ajustes|Ri Happy|RI HAPPY BRINQUEDOS LO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|HERING-SH.VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SALAD CREATIONS-V.LOBO
D. Viagens:Tkt-Hotel-Auto|Outros|BEACH PARK SUITES RES
E1. Extraordinarias (Ongoing):Presentes|Outros|PAGSEGURO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BAR E REST DOM PEPE DI
D. Viagens:Compras|Outros|JCPENNEY 2847
D. Viagens:Compras|Outros|VICTORIA-S SECRET #135
B. Outras Receitas:Ajustes|Outros|CA GVN 177
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao de Açucar|PAO DE ACUCAR LJ 1290
D. Viagens:Compras|Dufry|DUTY FREE AISP LJ 10
B2. Educacao (Mensal):Escola Marina|Outros|WORKBOOK
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DROGASIL 047-CONTINENT
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|AMERICANAS 824-CONTINE
H. Impostos Federais:CPMF-IOF|Governo|Repasse de IOF em R$
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|COLINAS BIFE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PIRAJA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRAVEST
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|ESTAPAR - CIDADE JARDI
E1. Extraordinarias (Ongoing):Presentes|Outros|BABY MART TOYS
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|POSTO ADALGIZA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MC DONALDS RIV
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DOIS DE JULHO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BARELLO BURGUER
[Residencia Lorian]|Outros|POLICENTER
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|BLUE BEACH
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|CLUBE MELISSA
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|AUTO POSTO VIA JAGUARE
D. Viagens:Compras|Outros|RELAY 352799
D. Viagens:Compras|Outros|RELAY 352526
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRIGADERIA
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|LC 2167 VITAL BRASIL
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|CONTOS E ENCANTOS
[Residencia Lorian]|Outros|COM MATS P/CONST PEL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DUE CUOCCHI CUCINA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|EXTRA JAGUARE 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|EXTRA JAGUARE 1357
[Residencia Lorian]|Outros|COM MAT P CONST PEL
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|PASSATEMPO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MILANO ALIMENTOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|QUITANDINHA
E2. Extraordinarias (One Time):Investimentos na Empresa|Azul Linhas Aéreas|AZUL LINHAS 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RESTAURANTE VILLA TE
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|FAZENDINHA PORTEIRA VE
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Lojas|GMS MODAS LOJA ELD
B. Outras Receitas:Ajustes|Outros|BLUE BEACH
E2. Extraordinarias (One Time):Investimentos na Empresa|American Airlines|AMERICAN AIRLINES 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|O ACOUGUE
E2. Extraordinarias (One Time):Investimentos na Empresa|American Airlines|AMERICAN AIRLINES
E1. Extraordinarias (Ongoing):Assinaturas-Licencas|Microsoft|MSFT *BILLING
B. Outras Receitas:Ajustes|Outros|ITAVEMA FRANCE VEICULO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DEDO DE MOCA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ITALIANNIS SANTA FE
E2. Extraordinarias (One Time):Outras|Outros|TELCEL SANTA FE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|EL GRILL OPERADOR
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|COMI SU YANG SAMARA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DAISUKI
B. Outras Receitas:Ajustes|Supermercado|EXTRA JAGUARE 1357
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|PUKET
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|WEBVENTURE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SUPERCHE 652 SAMARA ST
